Month	Price	Percent change
12/1/1898	217.24	4.63
11/1/1898	207.62	3.30
10/1/1898	200.99	-2.09
9/1/1898	205.28	-0.19
8/1/1898	205.67	3.74
7/1/1898	198.26	1.91
6/1/1898	194.55	11.12
5/1/1898	175.08	-0.36
4/1/1898	175.71	-1.72
3/1/1898	178.79	-4.52
2/1/1898	187.25	-1.68
1/1/1898	190.45	2.73
12/1/1897	185.38	2.15
11/1/1897	181.47	-3.53
10/1/1897	188.11	-1.76
9/1/1897	191.48	1.89
8/1/1897	187.92	1.80
7/1/1897	184.59	4.45
6/1/1897	176.73	4.66
5/1/1897	168.86	1.93
4/1/1897	165.66	-1.58
3/1/1897	168.32	0.24
2/1/1897	167.92	-0.95
1/1/1897	169.53	2.94
12/1/1896	164.69	-3.66
11/1/1896	170.94	3.78
10/1/1896	164.71	-0.76
9/1/1896	165.97	5.25
8/1/1896	157.69	-5.69
7/1/1896	167.21	-6.48
6/1/1896	178.8	-0.41
5/1/1896	179.54	1.12
4/1/1896	177.56	2.47
3/1/1896	173.28	-1.57
2/1/1896	176.05	5.65
1/1/1896	166.64	0.33
12/1/1895	166.1	-4.63
11/1/1895	174.16	-3.37
10/1/1895	180.24	-1.45
9/1/1895	182.89	0.63
8/1/1895	181.75	2.96
7/1/1895	176.52	1.73
6/1/1895	173.52	0.64
5/1/1895	172.41	3.97
4/1/1895	165.82	0.04
3/1/1895	165.76	0.00
2/1/1895	165.76	-1.42
1/1/1895	168.14	-1.16
12/1/1894	170.11	0.43
11/1/1894	169.38	0.00
10/1/1894	169.38	-0.36
9/1/1894	169.99	0.25
8/1/1894	169.56	0.84
7/1/1894	168.14	-2.07
6/1/1894	171.7	-1.36
5/1/1894	174.07	-3.72
4/1/1894	180.8	1.33
3/1/1894	178.42	5.94
2/1/1894	168.41	2.74
1/1/1894	163.92	0.68
12/1/1893	162.82	-2.13
11/1/1893	166.36	4.26
10/1/1893	159.57	1.57
9/1/1893	157.1	2.96
8/1/1893	152.58	1.54
7/1/1893	150.27	-6.95
6/1/1893	161.49	-2.31
5/1/1893	165.31	-7.65
4/1/1893	179.01	1.17
3/1/1893	176.94	-1.28
2/1/1893	179.24	-2.89
1/1/1893	184.57	-1.92
12/1/1892	188.19	-2.25
11/1/1892	192.52	-2.88
10/1/1892	198.22	2.01
9/1/1892	194.32	-2.49
8/1/1892	199.28	0.06
7/1/1892	199.16	-2.63
6/1/1892	204.54	-0.54
5/1/1892	205.65	0.00
4/1/1892	205.65	1.24
3/1/1892	203.13	3.78
2/1/1892	195.74	0.18
1/1/1892	195.38	4.49
12/1/1891	186.99	3.05
11/1/1891	181.46	-0.32
10/1/1891	182.05	0.00
9/1/1891	182.05	9.54
8/1/1891	166.2	3.35
7/1/1891	160.81	-0.50
6/1/1891	161.62	0.37
5/1/1891	161.03	0.85
4/1/1891	159.68	2.05
3/1/1891	156.47	-2.94
2/1/1891	161.21	-0.04
1/1/1891	161.28	6.57
12/1/1890	151.34	-2.34
11/1/1890	154.96	-5.05
10/1/1890	163.21	-4.51
9/1/1890	170.92	-2.88
8/1/1890	175.99	-5.77
7/1/1890	186.76	-0.72
6/1/1890	188.11	-0.71
5/1/1890	189.46	2.92
4/1/1890	184.09	2.08
3/1/1890	180.34	-0.75
2/1/1890	181.7	-1.12
1/1/1890	183.75	3.65
12/1/1889	177.28	-1.71
11/1/1889	180.36	-0.92
10/1/1889	182.04	-1.82
9/1/1889	185.41	1.09
8/1/1889	183.41	1.32
7/1/1889	181.02	-2.03
6/1/1889	184.78	1.70
5/1/1889	181.7	5.27
4/1/1889	172.61	-0.20
3/1/1889	172.95	-0.82
2/1/1889	174.38	2.30
1/1/1889	170.46	5.65
12/1/1888	161.35	-1.91
11/1/1888	164.49	-3.24
10/1/1888	170	-1.65
9/1/1888	172.85	2.48
8/1/1888	168.67	2.14
7/1/1888	165.14	1.33
6/1/1888	162.98	-1.88
5/1/1888	166.1	2.50
4/1/1888	162.05	1.62
3/1/1888	159.47	-3.78
2/1/1888	165.74	0.52
1/1/1888	164.89	-0.33
12/1/1887	165.43	-2.85
11/1/1887	170.28	0.66
10/1/1887	169.16	-4.43
9/1/1887	177.01	-0.16
8/1/1887	177.29	-3.60
7/1/1887	183.92	-1.33
6/1/1887	186.4	-1.67
5/1/1887	189.56	1.73
4/1/1887	186.34	2.29
3/1/1887	182.17	2.35
2/1/1887	177.99	-1.94
1/1/1887	181.52	-3.42
12/1/1886	187.94	-3.71
11/1/1886	195.19	2.48
10/1/1886	190.47	2.54
9/1/1886	185.75	2.61
8/1/1886	181.03	-0.56
7/1/1886	182.05	0.33
6/1/1886	181.46	5.83
5/1/1886	171.46	0.50
4/1/1886	170.61	-0.09
3/1/1886	170.76	-0.96
2/1/1886	172.41	1.92
1/1/1886	169.16	2.38
12/1/1885	165.23	-3.07
11/1/1885	170.46	5.31
10/1/1885	161.87	5.80
9/1/1885	152.99	-0.15
8/1/1885	153.22	5.60
7/1/1885	145.09	2.56
6/1/1885	141.47	1.93
5/1/1885	138.79	1.17
4/1/1885	137.18	-1.43
3/1/1885	139.17	2.56
2/1/1885	135.7	1.95
1/1/1885	133.1	-2.30
12/1/1884	136.24	0.86
11/1/1884	135.08	0.19
10/1/1884	134.82	-2.13
9/1/1884	137.76	-2.16
8/1/1884	140.8	6.28
7/1/1884	132.48	1.14
6/1/1884	130.99	-4.09
5/1/1884	136.57	-6.13
4/1/1884	145.49	-2.52
3/1/1884	149.25	-0.37
2/1/1884	149.81	2.70
1/1/1884	145.87	-3.00
12/1/1883	150.38	-3.26
11/1/1883	155.44	2.60
10/1/1883	151.5	-2.72
9/1/1883	155.73	2.08
8/1/1883	152.55	-4.54
7/1/1883	159.8	0.46
6/1/1883	159.07	3.95
5/1/1883	153.03	-0.70
4/1/1883	154.11	3.01
3/1/1883	149.6	2.24
2/1/1883	146.32	-3.20
1/1/1883	151.16	-0.51
12/1/1882	151.94	1.52
11/1/1882	149.67	-3.43
10/1/1882	154.98	-1.77
9/1/1882	157.77	3.72
8/1/1882	152.11	2.12
7/1/1882	148.95	6.55
6/1/1882	139.8	-1.38
5/1/1882	141.75	-2.15
4/1/1882	144.87	-0.87
3/1/1882	146.14	-0.17
2/1/1882	146.39	-3.15
1/1/1882	151.15	-1.50
12/1/1881	153.45	-2.90
11/1/1881	158.04	1.63
10/1/1881	155.5	-2.56
9/1/1881	159.58	-2.96
8/1/1881	164.44	-4.26
7/1/1881	171.75	-4.50
6/1/1881	179.84	1.23
5/1/1881	177.65	5.60
4/1/1881	168.23	-1.36
3/1/1881	170.55	1.14
2/1/1881	168.63	-1.27
1/1/1881	170.8	7.01
12/1/1880	159.61	3.11
11/1/1880	154.79	4.14
10/1/1880	148.64	2.89
9/1/1880	144.46	-1.16
8/1/1880	146.15	3.59
7/1/1880	141.08	4.59
6/1/1880	134.89	2.49
5/1/1880	131.61	-5.18
4/1/1880	138.8	1.66
3/1/1880	136.53	0.92
2/1/1880	135.29	1.76
1/1/1880	132.95	0.85
12/1/1879	131.83	-3.09
11/1/1879	136.03	-0.02
10/1/1879	136.06	5.07
9/1/1879	129.5	0.14
8/1/1879	129.32	0.74
7/1/1879	128.37	0.90
6/1/1879	127.23	1.63
5/1/1879	125.19	4.51
4/1/1879	119.79	4.55
3/1/1879	114.58	-0.55
2/1/1879	115.21	2.52
1/1/1879	112.38	2.52
12/1/1878	109.62	1.73
11/1/1878	107.76	0.91
10/1/1878	106.79	-0.08
9/1/1878	106.88	2.02
8/1/1878	104.76	-1.90
7/1/1878	106.79	0.85
6/1/1878	105.89	4.41
5/1/1878	101.42	3.70
4/1/1878	97.8	3.82
3/1/1878	94.2	4.05
2/1/1878	90.53	-1.08
1/1/1878	91.52	3.03
12/1/1877	88.83	-0.30
11/1/1877	89.1	0.46
10/1/1877	88.69	2.15
9/1/1877	86.82	7.33
8/1/1877	80.89	11.16
7/1/1877	72.77	3.48
6/1/1877	70.32	-1.90
5/1/1877	71.68	-1.79
4/1/1877	72.99	-9.82
3/1/1877	80.94	-0.61
2/1/1877	81.44	-3.44
1/1/1877	84.34	-2.56
12/1/1876	86.56	-2.31
11/1/1876	88.61	-2.74
10/1/1876	91.11	-2.35
9/1/1876	93.3	-7.02
8/1/1876	100.34	-5.00
7/1/1876	105.62	-1.20
6/1/1876	106.9	2.03
5/1/1876	104.77	-0.15
4/1/1876	104.93	-2.88
3/1/1876	108.04	-0.22
2/1/1876	108.28	1.35
1/1/1876	106.84	2.91
12/1/1875	103.82	0.91
11/1/1875	102.88	2.45
10/1/1875	100.42	-1.60
9/1/1875	102.05	-0.02
8/1/1875	102.07	-0.44
7/1/1875	102.52	0.22
6/1/1875	102.29	-0.34
5/1/1875	102.64	-1.40
4/1/1875	104.1	0.43
3/1/1875	103.65	1.32
2/1/1875	102.3	-0.21
1/1/1875	102.52	0.00
12/1/1874	102.52	-0.66
11/1/1874	103.2	1.76
10/1/1874	101.42	1.42
9/1/1874	100	1.56
8/1/1874	98.46	0.98
7/1/1874	97.5	-0.75
6/1/1874	98.24	1.92
5/1/1874	96.39	-1.80
4/1/1874	98.16	-1.24
3/1/1874	99.39	-1.46
2/1/1874	100.86	3.00
1/1/1874	97.92	3.82
12/1/1873	94.32	6.79
11/1/1873	88.32	-0.50
10/1/1873	88.76	-6.56
9/1/1873	94.99	-7.64
8/1/1873	102.85	0.00
7/1/1873	102.85	-0.20
6/1/1873	103.06	1.60
5/1/1873	101.44	2.44
4/1/1873	99.02	-1.36
3/1/1873	100.39	-0.78
2/1/1873	101.18	-1.42
1/1/1873	102.64	0.79
12/1/1872	101.84	3.93
11/1/1872	97.99	-3.29
10/1/1872	101.32	2.61
9/1/1872	98.74	-2.47
8/1/1872	101.24	-1.94
7/1/1872	103.24	0.89
6/1/1872	102.33	-0.20
5/1/1872	102.54	0.00
4/1/1872	102.54	0.51
3/1/1872	102.02	1.75
2/1/1872	100.27	0.41
1/1/1872	99.86	2.54
12/1/1871	97.39	-0.11
11/1/1871	97.5	1.10
10/1/1871	96.44	-6.62
9/1/1871	103.28	-1.37
8/1/1871	104.71	2.89
7/1/1871	101.77	-1.87
6/1/1871	103.71	0.74
5/1/1871	102.95	4.95
4/1/1871	98.09	6.67
3/1/1871	91.96	0.96
2/1/1871	91.09	-1.65
1/1/1871	92.62	0.0
